Geneid	RpS12_A_Ribo	RpS12_B_Ribo	RpS12_C_Ribo	Xrp1_A_Ribo	Xrp1_B_Ribo	Xrp1_C_Ribo
FBGN0038320	211	195	170	242	359	358
FBGN0039864	30	19	40	26	40	28
FBGN0051204	0	0	0	0	0	0
FBGN0037615	0	0	0	0	0	0
FBGN0004841	0	0	0	0	0	0
FBGN0038188	0	0	0	0	0	0
FBGN0038095	0	0	0	0	0	0
FBGN0051072	17	16	6	20	31	32
FBGN0038912	27	9	16	22	35	29
FBGN0001297	117	76	79	109	187	162
FBGN0022981	12	29	12	23	22	43
FBGN0038466	0	0	0	0	0	2
FBGN0038768	128	111	93	84	155	133
FBGN0038235	27	16	16	39	27	22
FBGN0037378	58	43	38	70	76	62
FBGN0051221	0	0	1	0	0	0
FBGN0051191	0	0	0	0	0	0
FBGN0038098	0	0	0	0	0	0
FBGN0040551	22	1	20	31	40	27
FBGN0051294	0	0	0	0	0	0
FBGN0039777	0	0	0	0	0	0
FBGN0039407	52	21	29	52	49	73
FBGN0038826	800	779	609	1129	1459	1216
FBGN0038972	20	12	10	13	4	8
FBGN0038525	0	0	0	0	0	0
FBGN0027950	35	14	19	39	72	91
FBGN0038540	5	0	4	0	1	0
FBGN0266615	0	0	0	0	0	0
FBGN0000492	97	40	77	120	187	161
FBGN0003319	38	26	34	80	135	95
FBGN0024289	0	0	5	0	0	0
FBGN0037772	0	0	0	0	0	0
FBGN0260229	8	4	7	8	12	15
FBGN0038943	1	0	5	4	9	1
FBGN0023178	0	0	0	0	0	0
FBGN0038662	0	0	5	5	7	9
FBGN0038427	77	25	60	82	102	85
FBGN0003882	35	18	43	46	45	47
FBGN0039040	0	0	0	4	0	0
FBGN0259917	0	0	0	0	0	0
FBGN0039634	47	74	46	59	105	76
FBGN0001197	433	389	360	456	547	456
FBGN0026634	45	33	56	50	66	82
FBGN0038438	13	17	9	18	38	35
FBGN0037368	4	21	5	9	4	12
FBGN0261113	146	89	184	138	239	175
FBGN0019940	0	0	0	0	0	0
FBGN0039355	10	3	8	19	11	14
FBGN0039346	0	0	0	0	0	1
FBGN0038038	43	51	32	49	69	84
FBGN0039562	1830	1634	1540	2208	3049	3006
FBGN0261049	31	22	15	30	40	26
FBGN0004618	0	0	0	0	0	0
FBGN0038569	34	37	28	41	66	39
FBGN0037436	0	0	0	0	0	0
FBGN0039045	0	2	0	0	0	1
FBGN0042106	0	0	0	0	0	0
FBGN0002937	0	0	0	0	0	0
FBGN0038961	36	46	44	47	89	67
FBGN0027527	0	0	0	0	0	0
FBGN0038873	0	0	0	0	0	0
FBGN0265048	0	2	2	9	7	5
FBGN0037419	0	0	0	0	0	0
FBGN0038504	32	11	32	44	67	63
FBGN0037835	0	0	0	3	2	0
FBGN0037351	921	820	870	1026	2240	2100
FBGN0003358	0	0	0	0	0	0
FBGN0288835	0	0	0	0	0	0
FBGN0014949	0	0	0	0	0	0
FBGN0264776	0	0	0	0	0	0
FBGN0000504	18	19	14	12	14	14
FBGN0037440	97	56	73	69	99	58
FBGN0016061	0	7	5	7	4	6
FBGN0038498	1	0	0	0	0	0
FBGN0042103	0	0	0	0	0	0
FBGN0051111	21	28	15	39	30	26
FBGN0262588	0	0	0	0	0	0
FBGN0263594	657	563	547	699	812	880
FBGN0051495	15	21	15	23	32	35
FBGN0039713	746	787	592	844	1327	1330
FBGN0037702	88	86	72	113	129	182
FBGN0038422	0	0	1	0	3	0
FBGN0038850	0	0	0	0	0	0
FBGN0039769	0	0	0	0	0	0
FBGN0260744	96	114	81	115	182	174
FBGN0039742	0	0	1	0	4	0
FBGN0038923	14	25	29	19	21	28
FBGN0038967	0	0	0	0	0	1
FBGN0038649	6	10	16	4	21	9
FBGN0037478	48	31	54	68	73	77
FBGN0051296	0	0	0	0	0	0
FBGN0039042	0	0	0	0	0	0
FBGN0037332	29	28	20	20	49	41
FBGN0051133	23	28	9	37	34	35
FBGN0039232	0	0	0	0	0	0
FBGN0039135	18	10	16	32	31	35
FBGN0261261	43	18	38	45	53	68
FBGN0039083	0	0	0	0	0	0
FBGN0038380	0	0	0	0	0	0
FBGN0004878	0	0	2	0	0	1
FBGN0003886	5	0	5	6	8	7
FBGN0259233	1	0	0	0	1	0
FBGN0038858	8	8	10	20	31	22
FBGN0037383	6	13	8	10	11	22
FBGN0020018	38	47	25	34	45	76
FBGN0026064	37	35	23	43	86	74
FBGN0037445	30	33	42	23	53	33
FBGN0038208	0	0	0	0	0	0
FBGN0001217	3	5	2	1	2	1
FBGN0038481	0	0	0	0	0	0
FBGN0038674	0	0	1	0	0	0
FBGN0038659	42	24	44	29	34	32
FBGN0040250	0	0	0	0	0	0
FBGN0039214	308	221	266	320	507	423
FBGN0039797	0	0	0	0	0	0
FBGN0011739	51	52	40	75	90	74
FBGN0266734	0	0	0	0	0	0
FBGN0051161	0	0	0	0	0	0
FBGN0038740	3	0	0	2	2	0
FBGN0037883	5	2	4	6	4	4
FBGN0015572	0	0	0	0	0	0
FBGN0039239	0	10	2	0	0	1
FBGN0038528	0	0	0	0	0	0
FBGN0003885	346	449	312	468	842	717
FBGN0038358	0	0	0	0	0	0
FBGN0035235	45	67	38	81	64	74
FBGN0004574	147	159	146	244	284	275
FBGN0035346	22	32	15	23	55	43
FBGN0036278	0	0	0	0	0	0
FBGN0037061	23	30	38	26	47	51
FBGN0036222	0	0	0	0	0	0
FBGN0036926	1	2	8	2	4	2
FBGN0036873	0	0	0	0	0	0
FBGN0052281	13	5	12	14	12	17
FBGN0035543	0	0	0	0	0	0
FBGN0035839	5	13	4	12	12	15
FBGN0045476	0	0	0	0	0	0
FBGN0264746	7	1	0	0	11	3
FBGN0037087	55	39	36	87	113	104
FBGN0036059	65	40	61	52	97	81
FBGN0011288	0	0	0	0	0	0
FBGN0036595	1	0	3	6	15	6
FBGN0036773	14	22	34	37	50	67
FBGN0035964	84	86	57	121	149	122
FBGN0014848	0	0	0	0	0	0
FBGN0035997	56	107	79	96	155	128
FBGN0264006	0	0	0	0	0	0
FBGN0035620	0	0	0	0	0	0
FBGN0042138	51	69	33	44	74	74
FBGN0052269	0	0	0	0	0	0
FBGN0036806	0	1	2	0	0	0
FBGN0040817	16	12	1	22	25	26
FBGN0020392	311	244	236	313	433	461
FBGN0028980	5	19	8	14	28	26
FBGN0264486	0	0	0	0	0	0
FBGN0026179	55	82	65	76	125	122
FBGN0036442	0	0	0	0	0	0
FBGN0036188	23	25	15	12	15	28
FBGN0035677	0	0	2	0	0	0
FBGN0036439	0	0	0	0	0	0
FBGN0035120	52	59	53	95	91	96
FBGN0262530	0	0	0	0	0	0
FBGN0263108	67	75	80	88	143	138
FBGN0286940	0	0	0	2	4	1
FBGN0019662	19	4	18	29	40	43
FBGN0052448	7	4	3	5	12	2
FBGN0028402	23	38	32	39	48	66
FBGN0052220	0	0	0	0	0	0
FBGN0052053	0	0	0	0	0	0
FBGN0035109	13	1	15	18	11	15
FBGN0035234	0	0	0	0	0	0
FBGN0062517	0	0	0	0	0	0
FBGN0262593	0	0	0	0	0	0
FBGN0264487	0	0	0	0	0	0
FBGN0035286	0	0	0	0	1	0
FBGN0052487	0	0	0	0	0	0
FBGN0036016	0	0	0	0	2	0
FBGN0002526	1281	1103	1320	1972	2515	2533
FBGN0035210	56	21	20	34	47	76
FBGN0036008	21	66	29	28	78	73
FBGN0036781	0	0	2	1	4	1
FBGN0036402	75	79	75	108	173	175
FBGN0020277	0	0	0	0	0	0
FBGN0035630	966	846	784	1063	1278	1406
FBGN0263247	0	0	0	0	0	0
FBGN0260461	0	0	0	0	0	0
FBGN0053263	0	0	0	0	0	0
FBGN0036895	0	0	0	0	0	0
FBGN0036608	0	0	0	0	0	0
FBGN0035943	0	0	0	0	0	0
FBGN0036494	0	0	1	0	0	0
FBGN0028415	0	0	0	0	0	0
FBGN0036376	46	14	50	52	70	54
FBGN0052181	0	0	0	0	0	0
FBGN0036988	18	21	15	22	30	42
FBGN0036362	0	0	0	0	0	210
FBGN0036948	0	0	0	6	2	265
FBGN0035982	0	0	0	0	0	0
FBGN0052319	0	0	0	0	0	0
FBGN0052364	2	1	1	1	6	7
FBGN0047334	0	0	0	0	0	0
FBGN0014075	617	662	561	860	1161	1298
FBGN0015075	221	121	122	203	292	308
FBGN0036786	0	0	0	0	0	0
FBGN0052267	93	103	66	72	85	74
FBGN0036984	0	0	1	0	0	0
FBGN0035558	19	14	21	16	28	21
FBGN0283681	51	59	48	63	56	50
FBGN0052196	5	0	0	0	0	2
FBGN0002573	5	11	0	8	27	11
FBGN0262509	4	0	5	13	14	15
FBGN0036922	13	17	20	32	19	42
FBGN0259824	17	13	19	25	29	33
FBGN0052104	97	69	83	64	114	94
FBGN0036363	0	0	0	0	1	44
FBGN0259203	7	18	8	9	17	14
FBGN0043458	62	109	88	130	196	176
FBGN0035896	17	12	23	15	33	15
FBGN0027082	31	5	15	26	31	52
FBGN0035415	3	1	7	0	10	3
FBGN0037139	0	0	0	0	0	0
FBGN0035518	24	12	39	46	29	35
FBGN0044051	0	0	0	0	0	0
FBGN0036476	19	30	31	43	51	41
FBGN0052121	0	0	0	0	0	0
FBGN0036311	0	0	0	0	0	0
FBGN0035158	22	16	15	20	36	24
FBGN0262544	0	0	0	0	0	0
FBGN0259986	45	29	54	49	101	106
FBGN0024187	28	51	28	34	50	37
FBGN0035423	345	286	238	311	390	316
FBGN0013751	4	9	1	1	3	0
FBGN0053160	0	0	0	0	0	0
FBGN0052446	19	18	9	13	25	16
FBGN0020660	10	6	4	6	3	0
FBGN0036774	49	49	43	48	54	42
FBGN0085274	0	0	0	0	0	0
FBGN0052255	0	0	0	0	1	0
FBGN0035468	0	0	0	0	0	0
FBGN0036715	335	264	328	562	698	733
FBGN0035697	0	0	0	0	0	0
FBGN0052437	0	0	0	0	0	0
FBGN0036551	0	0	0	0	0	0
FBGN0085288	0	0	0	0	0	0
FBGN0052214	0	0	0	0	0	0
FBGN0035692	49	29	28	38	67	65
FBGN0035865	11	2	6	22	39	22
FBGN0043783	4	0	0	0	4	1
FBGN0029091	0	0	0	0	0	9
FBGN0035944	15	27	15	25	44	37
FBGN0027945	16	11	5	15	10	15
FBGN0001134	0	0	0	0	0	0
FBGN0040636	0	0	0	0	0	0
FBGN0036809	0	0	0	0	1	0
FBGN0004390	147	114	185	198	302	345
FBGN0270926	14	12	14	37	70	55
FBGN0014007	214	212	209	295	260	234
FBGN0035955	0	0	0	0	0	0
FBGN0036876	0	0	3	0	0	0
FBGN0036549	12	2	8	8	22	15
FBGN0027594	102	110	117	166	287	247
FBGN0262528	0	0	0	0	0	0
FBGN0052213	0	0	0	0	0	0
FBGN0036397	19	14	21	14	30	38
FBGN0020643	0	0	0	0	0	0
FBGN0085294	0	0	0	0	0	0
FBGN0027567	811	783	736	727	1000	960
FBGN0035508	0	0	1	0	5	1
FBGN0035753	656	611	600	894	1483	1589
FBGN0052227	0	0	3	2	0	0
FBGN0053062	2	0	7	1	0	1
FBGN0011284	2134	1998	1939	2295	3640	3367
FBGN0001223	3	21	2	4	10	43
FBGN0000356	0	0	0	0	0	0
FBGN0036327	0	0	0	0	0	0
FBGN0036783	0	0	0	0	0	0
FBGN0036877	0	0	0	0	0	0
FBGN0035526	219	194	180	275	336	306
FBGN0052413	0	0	0	0	0	0
FBGN0029514	18	16	15	26	19	26
FBGN0011361	83	79	85	143	153	140
FBGN0002283	7	7	5	4	21	20
FBGN0052450	0	0	0	0	0	0
FBGN0035524	95	131	124	148	183	221
FBGN0266591	0	0	0	0	0	0
FBGN0004244	0	0	1	0	0	0
FBGN0035486	0	0	0	0	1	0
FBGN0035547	0	0	0	0	0	1
FBGN0268063	192	181	171	393	583	501
FBGN0036405	15	19	29	16	23	21
FBGN0035193	14	13	9	14	6	11
FBGN0037082	14	6	15	32	28	20
FBGN0036250	0	0	0	0	0	0
FBGN0036463	27	30	28	40	58	44
FBGN0262890	0	0	0	0	0	0
FBGN0035164	33	44	47	30	49	33
FBGN0052423	80	83	54	86	129	131
FBGN0266977	0	0	0	0	0	0
FBGN0036853	38	16	22	18	40	38
FBGN0036277	67	21	66	76	123	126
FBGN0287183	7	1	7	14	23	21
FBGN0036159	0	0	0	0	0	0
FBGN0035273	0	0	0	0	0	0
FBGN0265574	133	92	105	153	223	237
FBGN0052022	38	31	32	45	52	43
FBGN0036039	7	11	0	12	26	8
FBGN0043865	0	0	0	0	0	0
FBGN0036335	70	37	47	88	78	111
FBGN0053767	0	0	0	0	0	0
FBGN0036496	0	0	0	0	2	0
FBGN0035854	40	23	24	39	60	35
FBGN0261555	102	119	105	129	192	205
FBGN0035849	10	5	14	10	35	18
FBGN0035414	52	58	36	47	44	40
FBGN0036619	0	0	0	0	0	0
FBGN0052081	0	0	0	0	0	0
FBGN0035724	0	0	0	0	0	0
FBGN0036959	6	27	7	7	14	10
FBGN0035689	29	27	19	44	71	73
FBGN0003459	99	78	55	91	103	145
FBGN0037188	42	49	56	54	87	90
FBGN0259973	0	0	0	0	0	0
FBGN0000551	0	0	0	0	0	0
FBGN0003373	19	255	14	7	0	5
FBGN0262057	179	124	135	274	402	337
FBGN0037027	138	169	141	141	205	178
FBGN0024889	72	31	86	75	132	100
FBGN0036666	144	192	107	161	262	289
FBGN0085455	0	0	0	0	0	0
FBGN0259239	0	0	0	0	0	0
FBGN0035229	12	12	8	18	27	17
FBGN0052442	14	29	9	16	18	18
FBGN0025558	14	15	10	18	23	34
FBGN0005564	0	0	0	2	0	0
FBGN0036566	81	111	86	116	186	184
FBGN0053690	0	0	0	0	0	0
FBGN0036711	0	0	0	0	0	0
FBGN0029121	13	47	8	22	34	11
FBGN0035237	95	66	112	125	182	168
FBGN0035588	26	27	25	54	58	50
FBGN0262894	0	0	0	0	0	0
FBGN0022936	44	41	35	36	44	44
FBGN0036545	3	11	4	8	25	15
FBGN0037197	0	0	0	0	0	2
FBGN0286213	697	773	570	517	691	567
FBGN0085599	0	0	0	0	0	0
FBGN0035781	0	0	3	0	0	2
FBGN0014343	153	148	144	180	299	296
FBGN0035886	0	0	0	0	0	0
FBGN0000100	1615	1432	1388	1652	2892	2587
FBGN0036205	0	0	0	0	0	1
FBGN0037183	0	0	0	0	0	0
FBGN0035257	0	0	0	0	0	0
FBGN0035260	2	0	0	0	1	7
FBGN0052176	48	46	45	53	72	70
FBGN0035850	48	84	45	74	119	98
FBGN0036768	0	0	0	0	0	0
FBGN0035198	0	0	0	0	0	0
FBGN0052074	0	0	0	0	0	0
FBGN0037171	0	0	0	0	0	0
FBGN0003683	0	0	0	0	0	0
FBGN0036717	6	10	5	8	17	20
FBGN0036468	0	0	0	0	0	0
FBGN0035601	160	104	118	158	189	168
FBGN0036350	0	0	0	0	0	0
FBGN0035603	121	122	92	111	146	123
FBGN0036028	16	10	4	6	23	9
FBGN0284221	285	228	213	382	631	546
FBGN0052333	0	0	0	0	0	0
FBGN0052202	7	12	7	24	15	6
FBGN0035858	0	0	0	0	0	0
FBGN0052283	0	0	0	0	0	0
FBGN0036395	19	17	8	15	17	14
FBGN0036160	0	0	0	0	0	0
FBGN0041096	136	163	128	216	323	282
FBGN0035430	130	91	47	81	82	54
FBGN0036480	86	59	85	90	151	129
FBGN0036828	92	116	122	151	245	215
FBGN0035978	139	160	98	156	262	251
FBGN0041625	0	0	0	0	0	0
FBGN0036575	0	0	0	0	0	0
FBGN0037165	0	0	0	0	0	0
FBGN0000543	146	147	101	130	204	177
FBGN0053702	0	0	0	0	0	0
FBGN0011205	44	24	50	56	74	69
FBGN0052412	5	4	9	6	8	9
FBGN0259970	0	0	0	0	0	0
FBGN0053052	30	21	27	18	27	33
FBGN0053270	0	0	0	0	0	0
FBGN0036875	1	0	3	0	1	0
FBGN0015618	53	65	58	66	102	88
FBGN0035539	80	89	45	97	139	160
FBGN0052137	52	32	38	32	29	50
FBGN0053061	0	0	0	0	0	0
FBGN0036479	0	0	0	0	0	0
FBGN0260049	200	215	227	372	447	537
FBGN0036328	0	0	0	0	0	0
FBGN0027569	45	44	53	59	87	91
FBGN0036214	0	0	0	0	0	0
FBGN0085457	0	0	0	0	0	0
FBGN0035807	19	6	25	27	40	51
FBGN0261602	1902	2045	1848	2116	3065	2825
FBGN0087039	20	17	20	19	27	29
FBGN0028418	0	0	0	0	0	0
FBGN0287423	1	0	3	8	3	2
FBGN0040056	20	106	26	39	18	26
FBGN0041232	0	0	0	0	0	0
FBGN0052240	0	0	0	0	0	0
FBGN0036173	15	10	20	31	38	32
FBGN0004514	0	0	0	0	0	0
FBGN0036492	0	0	0	0	0	0
FBGN0035825	21	5	26	19	46	25
FBGN0053217	41	118	34	40	58	52
FBGN0036916	102	63	69	102	137	135
FBGN0036833	0	0	0	0	0	0
FBGN0036980	61	80	55	76	146	123
FBGN0003388	0	9	2	0	2	0
FBGN0036248	85	72	75	89	98	136
FBGN0053265	0	0	0	0	0	0
FBGN0052351	0	0	0	0	0	0
FBGN0286872	0	0	0	0	0	0
FBGN0086254	225	128	198	217	302	285
FBGN0085482	0	0	0	0	0	1
FBGN0037025	175	91	118	129	214	202
FBGN0035589	20	28	28	20	27	19
FBGN0037057	0	0	2	9	5	1
FBGN0053556	19	26	27	33	65	70
FBGN0004592	5	48	5	8	2	6
FBGN0025874	12	25	14	14	24	26
FBGN0035147	13	9	12	13	29	29
FBGN0036892	177	122	131	237	261	260
FBGN0035932	0	0	0	0	0	0
FBGN0035236	95	69	107	189	243	207
FBGN0037044	3	2	3	9	22	11
FBGN0015359	47	83	37	51	84	83
FBGN0035934	0	0	0	0	1	0
FBGN0052350	84	99	80	93	91	74
FBGN0036567	0	0	0	0	0	0
FBGN0039977	69	58	64	85	60	78
FBGN0259932	16	3	7	8	14	7
FBGN0053764	0	0	0	0	0	0
FBGN0001104	230	310	247	312	446	342
FBGN0015298	60	78	56	120	125	81
FBGN0035497	17	19	7	15	18	21
FBGN0036106	0	0	0	0	0	0
FBGN0036157	0	0	1	0	0	0
FBGN0036212	0	0	1	2	2	1
FBGN0260756	7	6	4	11	14	6
FBGN0035400	18	29	37	65	75	71
FBGN0035469	17	38	24	35	28	25
FBGN0035830	176	174	186	229	373	333
FBGN0036144	0	19	0	3	3	2
FBGN0035343	0	0	0	0	0	0
FBGN0052225	0	0	0	0	0	0
FBGN0027111	109	92	93	123	149	139
FBGN0053490	0	0	0	0	0	0
FBGN0036032	13	8	11	16	33	12
FBGN0036183	0	0	0	0	0	0
FBGN0037022	29	33	40	40	48	38
FBGN0017579	757	808	618	851	1195	1213
FBGN0014849	0	0	0	0	0	0
FBGN0263456	0	0	0	0	0	0
FBGN0261634	0	0	0	0	0	0
FBGN0036510	65	53	65	60	98	116
FBGN0086906	19	69	28	26	72	56
FBGN0035205	181	199	222	212	285	303
FBGN0036227	1	0	0	5	4	266
FBGN0035145	221	133	165	215	301	300
FBGN0035168	0	4	0	0	0	0
FBGN0263930	558	529	447	635	932	900
FBGN0036612	2	6	2	4	9	13
FBGN0083992	3	1	6	2	6	3
FBGN0036761	15	18	19	26	43	40
FBGN0035673	0	0	0	0	0	0
FBGN0260026	0	0	0	0	2	0
FBGN0041630	211	176	182	293	412	416
FBGN0036141	229	263	257	359	503	446
FBGN0035428	2	0	0	0	2	0
FBGN0053169	16	5	5	24	10	13
FBGN0035688	305	274	262	313	433	492
FBGN0259676	68	39	71	60	99	124
FBGN0036819	0	3	0	8	10	2
FBGN0035445	0	0	0	0	3	0
FBGN0028648	31	31	19	25	61	46
FBGN0010408	1421	1442	1202	1375	2180	2354
FBGN0037067	0	0	0	0	5	0
FBGN0035359	0	0	0	0	0	0
FBGN0036932	53	36	32	56	54	46
FBGN0036349	0	0	0	0	0	0
FBGN0036416	7	2	3	20	49	38
FBGN0010223	0	0	0	0	0	2
FBGN0036661	142	93	125	140	206	168
FBGN0022702	178	221	207	263	449	410
FBGN0001078	26	8	38	22	28	47
FBGN0036921	311	229	314	316	358	412
FBGN0036814	55	49	66	89	149	113
FBGN0037028	10	10	8	10	15	9
FBGN0036723	0	0	0	0	0	0
FBGN0004396	83	100	60	137	255	191
FBGN0052263	0	0	0	0	0	0
FBGN0035906	241	135	183	246	294	320
FBGN0000261	601	540	374	841	1298	1251
FBGN0035983	26	37	31	41	72	68
FBGN0036834	0	0	0	0	0	0
FBGN0260862	1	9	7	5	14	4
FBGN0064766	44	39	52	54	61	64
FBGN0036082	0	0	0	0	0	0
FBGN0001323	27	8	15	40	28	45
FBGN0036320	0	0	0	0	0	0
FBGN0035604	0	0	0	0	0	0
FBGN0266099	0	0	0	0	0	0
FBGN0035931	0	0	0	0	0	0
FBGN0037046	17	22	5	16	33	36
FBGN0053272	0	0	0	0	0	0
FBGN0283503	37	18	50	51	60	71
FBGN0035644	32	25	36	53	76	56
FBGN0016694	4	9	16	5	20	19
FBGN0037102	103	53	69	61	82	102
FBGN0035575	0	0	0	0	0	0
FBGN0261872	73	82	108	110	154	153
FBGN0035986	61	37	60	55	70	76
FBGN0011204	32	14	39	52	72	56
FBGN0285951	37	29	35	25	49	46
FBGN0036239	140	72	85	173	286	277
FBGN0035150	47	54	56	68	73	56
FBGN0036187	64	25	53	55	65	73
FBGN0020887	100	49	77	112	173	204
FBGN0037100	0	0	0	0	0	0
FBGN0028664	1	13	2	5	4	3
FBGN0035420	41	72	34	49	78	96
FBGN0036609	0	0	0	0	0	0
FBGN0036740	70	46	60	64	116	86
FBGN0036911	15	18	8	22	39	29
FBGN0035138	0	0	0	0	0	0
FBGN0036648	23	43	22	27	66	41
FBGN0046793	0	0	0	0	0	0
FBGN0003124	591	538	519	747	1001	922
FBGN0052428	20	14	26	15	22	18
FBGN0011836	162	167	148	151	199	215
FBGN0036638	0	0	0	0	0	0
FBGN0037015	0	0	0	0	0	0
FBGN0261722	129	108	85	161	217	179
FBGN0025702	0	0	2	0	1	0
FBGN0036044	0	0	0	0	0	0
FBGN0036835	0	0	0	0	0	0
FBGN0036260	0	0	0	0	0	0
FBGN0035398	194	79	160	161	206	219
FBGN0000489	8	18	11	26	33	28
FBGN0036505	40	17	48	33	57	59
FBGN0028379	0	0	0	0	0	0
FBGN0036203	0	0	0	0	0	0
FBGN0054056	22	20	10	12	24	37
FBGN0036571	45	51	56	49	62	71
FBGN0053271	0	0	0	0	0	0
FBGN0035251	154	146	121	166	246	263
FBGN0036324	0	0	0	0	0	0
FBGN0052133	194	119	163	204	258	266
FBGN0036848	20	15	19	34	66	45
FBGN0014850	0	0	0	0	0	0
FBGN0036563	0	0	0	0	0	0
FBGN0036406	27	2	5	20	11	24
FBGN0027903	54	58	61	82	120	128
FBGN0035845	0	0	0	0	1	0
FBGN0261401	0	0	0	0	0	0
FBGN0003744	62	49	58	84	128	105
FBGN0035101	31	31	26	20	45	36
FBGN0035581	0	0	0	0	0	0
FBGN0023000	90	73	94	105	129	147
FBGN0037129	0	0	0	0	0	0
FBGN0035852	0	0	0	0	0	0
FBGN0036078	0	0	0	0	0	0
FBGN0263131	0	0	0	0	0	0
FBGN0036624	247	147	225	327	379	362
FBGN0046301	34	21	10	21	32	35
FBGN0036240	31	14	13	52	87	72
FBGN0053500	0	0	0	0	0	0
FBGN0035333	105	87	124	104	143	145
FBGN0016756	243	162	237	307	435	399
FBGN0035842	36	34	40	31	36	47
FBGN0037178	0	0	0	0	0	0
FBGN0035208	0	0	1	0	0	0
FBGN0024945	50	28	14	52	49	60
FBGN0053289	0	0	0	0	0	0
FBGN0262008	0	0	0	0	0	0
FBGN0262893	0	0	0	0	0	0
FBGN0035815	1	0	0	1	0	0
FBGN0267390	82	89	54	98	131	146
FBGN0011706	0	3	11	11	12	5
FBGN0035511	0	0	0	0	0	0
FBGN0260967	0	0	0	0	0	0
FBGN0287586	0	1	1	2	3	1
FBGN0265296	0	5	7	0	0	0
FBGN0035255	0	0	0	0	0	0
FBGN0036111	35	36	30	40	74	35
FBGN0003295	0	0	0	0	3	0
FBGN0287594	13	2	3	13	14	9
FBGN0263776	0	0	2	0	0	0
FBGN0261682	0	0	0	4	0	5
FBGN0259140	1	5	0	2	0	11
FBGN0036334	148	81	106	117	189	158
FBGN0052119	0	0	0	0	0	0
FBGN0015550	0	0	5	0	0	0
FBGN0044419	9	7	14	8	25	13
FBGN0250815	1	3	16	3	1	8
FBGN0036493	8	7	7	5	1	7
FBGN0040795	0	0	0	0	1	1
FBGN0010747	216	121	169	270	344	373
FBGN0024814	211	288	178	214	320	289
FBGN0053689	0	0	0	0	0	0
FBGN0036925	0	0	0	0	0	0
FBGN0036958	179	136	161	242	296	274
FBGN0085289	0	0	0	0	0	0
FBGN0035167	0	3	0	0	1	0
FBGN0035661	0	0	0	0	0	0
FBGN0265455	0	0	0	0	0	0
FBGN0083976	19	25	14	31	21	28
FBGN0086348	0	0	0	0	2	0
FBGN0036824	119	94	109	96	208	186
FBGN0260857	6	39	9	16	15	28
FBGN0262508	0	0	0	0	0	0
FBGN0035643	0	0	0	0	0	0
FBGN0035993	9	10	10	27	36	24
FBGN0021768	211	136	191	234	231	232
FBGN0036897	43	31	31	29	50	55
FBGN0261953	8	0	1	0	2	0
FBGN0286979	0	0	0	0	0	0
FBGN0036437	0	0	0	0	0	0
FBGN0036553	0	0	0	0	0	0
FBGN0036709	0	0	0	0	0	0
FBGN0035587	0	0	0	0	0	0
FBGN0005658	0	0	0	0	0	1
FBGN0265959	0	0	0	0	0	0
FBGN0035440	41	28	20	35	74	37
FBGN0284421	82	75	78	113	187	193
FBGN0036565	119	86	86	115	139	128
FBGN0028667	0	0	0	0	0	0
FBGN0036035	116	143	86	165	239	209
FBGN0036134	166	198	190	230	355	361
FBGN0035357	393	312	282	422	542	480
FBGN0264699	0	0	0	0	0	0
FBGN0036552	0	0	0	0	0	0
FBGN0036454	0	7	4	0	0	1
FBGN0036584	0	0	0	0	0	0
FBGN0036992	0	0	0	0	0	0
FBGN0025725	712	534	546	780	1197	1176
FBGN0052066	27	36	29	36	66	44
FBGN0029094	82	94	86	107	112	91
FBGN0036978	0	0	0	3	0	1
FBGN0035248	7	0	5	3	6	6
FBGN0036641	87	143	76	95	132	108
FBGN0036414	0	0	0	0	0	0
FBGN0036110	0	0	0	0	1	0
FBGN0035139	0	0	0	0	0	0
FBGN0262482	0	0	0	0	0	0
FBGN0263035	0	0	0	0	0	0
FBGN0052447	56	42	52	121	179	130
FBGN0024179	58	83	49	87	128	116
FBGN0036592	0	0	0	0	0	0
FBGN0053766	0	0	0	0	0	0
FBGN0036208	0	0	3	0	0	0
FBGN0036733	49	29	55	57	106	103
FBGN0052409	152	113	111	135	190	215
FBGN0037176	0	0	0	0	0	0
FBGN0037039	0	0	0	0	0	0
FBGN0035666	0	0	0	0	0	0
FBGN0036426	0	0	0	0	0	0
FBGN0035323	42	23	31	30	48	54
FBGN0260856	26	13	19	19	33	33
FBGN0264711	75	81	64	122	128	144
FBGN0004880	0	0	3	1	0	0
FBGN0000017	102	120	75	134	183	172
FBGN0016070	18	45	27	67	66	59
FBGN0000358	0	0	0	0	0	0
FBGN0036805	64	42	38	59	110	109
FBGN0036469	0	10	0	0	0	0
FBGN0052037	0	0	0	0	0	0
FBGN0004372	0	0	0	0	0	0
FBGN0052279	0	0	0	0	0	1
FBGN0035111	100	110	99	125	134	170
FBGN0052304	0	0	0	0	2	16
FBGN0036727	0	0	0	0	0	0
FBGN0036153	0	0	0	0	0	0
FBGN0036956	0	0	0	0	0	0
FBGN0026371	133	89	92	120	155	155
FBGN0036319	0	1	1	0	0	0
FBGN0036836	0	0	0	0	0	0
FBGN0036746	74	64	78	112	164	155
FBGN0045479	0	0	0	0	0	0
FBGN0261381	10	0	9	9	6	25
FBGN0036851	0	0	0	1	2	0
FBGN0036316	110	156	94	214	367	272
FBGN0000592	0	0	0	0	0	0
FBGN0036757	0	0	0	0	0	0
